Date Added,Song,Artist,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 10,Day 11,Day 12,Day 13,Day 14,Day 15,Day 16,Day 17,Day 18,Day 19,Day 20,Day 21,Day 22,Day 23,Day 24,Day 25,Day 26,Day 27,Day 28,Day 29,Day 30,Day 31
02/28/2020,Now I'm a Baby,Garrett Watts (YouTuber),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/28/2020,Your Side,Witt Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/28/2020,Pressure,Yungster Jack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/2020,1999 She,Deaton Chris Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2020,She Belongs to the Streets (Toxic),Rontae Don't Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2020,Need A Freak,Mighty Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2020,French Kiss,Jeremy Kingg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2020,Eighteen,Trust'N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2020,Divine,Alex Aster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/2020,My Tech,Westmadeishy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/08/2020,Ace,Nour Khodr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/08/2020,Red Head,Cochise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/10/2020,Hit Yo Groove,RunitupTahj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/10/2020,Drown,Andre Swilley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2020,Pew Pew Pew,Auntie Hammy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2020,Corona Virus,Lil Nix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2020,Nana Fanatic,Young Fanatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/15/2020,Skinny Legend Anthem,Ava Louise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/15/2020,Comments,Brokeasf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/15/2020,Friends,Laundry Day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/16/2020,Take It,PXTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/17/2020,Tank,Kai Ca$h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/18/2020,The Drip,Kiiingsam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/26/2020,Rockstar Shit,Blind.See,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2020,Outta There,Moe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/22/2020,JoJo Pose,Apollo Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/18/2020,Wipe It Down,BMW Kenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/13/2020,Hatchback,Cochise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/17/2020,Then Leave,Beatking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/19/2020,Stunnin',Curtis Waters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/19/2020,I See Red,Everybody Loves an Outlaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/24/2020,Hood Baby,KBFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/24/2020,Body,Jordan Suaste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/27/2020,2z Don Corleon,Lil 2z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/06/2020,Medulla,9baby Eli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/14/2020,Backyard Boy,Claire Rosinkranz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2020,Splenda,Naliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/19/2020,Malibu,Lucus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/21/2020,We All Tryna F***,Ysl Jalen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2020,Lets Link,WhoHeem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/22/2020,Convenient,Griffin Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/25/2020,I'm Okay Now,badly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/26/2020,Capitalize Off Pain,Big $tunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2020,Pull Up,LMB DG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020,Whoopty,CJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/04/2020,Debacle,Epwoppomusic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/08/2020,Die Very Rough,Mario Judah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2020,Fuck Up the Friendship,Leah Kate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/13/2020,BookBag 2.0,BigKayBeezy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2020,Violent,carolesdaughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2020,Love You From a Distance,Ashley Kutcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2020,RÃ¤t,Penelope Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/04/2020,Adderall (Corvette Corvette),Popp Hunna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/09/2020,L3ft 2ight,ShowtimeKwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2020,Crazy,J Nanks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2020,Where U At?,MoneyatMidnight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2020,Walk With Me,GoldFord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2020,Viernes 13,Marcos Menchaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2020,Out the Frame,Marv Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2020,Hailey,WRENN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2020,She Gone Enter,lil.eaarl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2020,Feelings,ssgkobe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2020,Sandlot,ssgkobe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2020,Chanel Bag,KillBunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2020,Jugg,KillBunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020,Crucial,Alshawn Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020,Pretend,Kill Jasper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020,Toxic Traits,SBE KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020,Mrs Magic,Strawberry Guy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020,Hood Bitch,Fam0us.Twinsss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/03/2020,If I Could Do It All Again,Loser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/03/2020,treasure hunter,Loser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2020,You,Yung Trip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2020,Bonita,Amaru Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2020,Meant For,Amaru Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/08/2020,Be Around Me,Will Joseph Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/08/2020,No Relay,Soldier Kidd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/09/2020,You & Me,Tommy Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/09/2020,Trap de Amarella,Epidemic7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2020,Trust Me I Know,Young Habibi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2020,Every 4,KenTheMan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2020,He Be Like,KenTheMan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2020,Sugar Daddy,Qveen Herby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2020,Send Em Up,Elijah the Boy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2020,poco a poco,riela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/2020,Dont Do Drugs,Lesane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/16/2020,Gum,â€‹cupcakKe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/16/2020,Villain,Lily Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/2020,Davo Gng,YSN Marrr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2021,Effy Stonem,Nick Mono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2021,Walk,Saucy Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2021,Beat Box,SpotemGottem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/13/2021,I'm not Pretty,JESSIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/14/2021,Love For Real,svrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/14/2021,Thug Paradise,Soldier Kidd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/14/2021,im all alone,lael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/14/2021,Lucky,Lil Nemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/14/2021,Hittin',Money Mu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/15/2021,Distractions,Ben Beal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/15/2021,Action Figures,Ben Beal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/2021,Right Girl Wrong Time,Tyra Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/17/2021,Ferris Wheel,Ben Beal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/19/2021,Crazy,gavn!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/19/2021,Rolando (Caught In The Rain),DUSTY LOCANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/19/2021,R60LLXN N CONTROLLXN,DUSTY LOCANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/19/2021,Bumpin',MC Virgins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/19/2021,Poseidon,gavn!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/19/2021,Ecstasy,gavn!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/19/2021,Come Thru,gavn!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/19/2021,December,gavn!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/19/2021,Poppin',Fakebitcheshero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/20/2021,Blue,Nyah Grace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,149
01/21/2021,Go Bestfriend,$hyfromdatre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2670000,2730000,2830000
01/25/2021,Walk Down,FNF Chop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13800,15100,17100,19200,20800,22900,25100
01/25/2021,Track Star,Mooski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8700000,8810000,8810000,8810000,8810000,8810000,8810000
01/27/2021,Do a Bitch,Kali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574200,588800,617400,649100,670400,697600,728500,762000,794600
01/28/2021,Knock Knock,SoFaygo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050000,1070000,1110000,1150000,1180000,1210000,1250000,1280000,1320000,1360000
01/29/2021,Honest,Rocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53000,53700,54700,57000,58400,59700,60900,62000,63000,65100,66800
02/01/2021,World of Trouble,Kossisko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102500,102600,102700,102800,102800,102900,103000,103000,103100,103200,103400,103400,103500,103500
02/01/2021,Villain,Wolf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143100,145000,107300,108200,108700,109400,110200,113100,116000,119100,122900,124100,127300,131800
02/02/2021,What Do Rio Mean / Definition Of Rio,Rio Da Yung OG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290000,1310000,1350000,1380000,1410000,1440000,1470000,1500000,1530000,1570000,1620000,1630000,1660000,1690000,1730000
02/05/2021,Belly of the Beast,Brennan Savage,0,0,0,0,0,0,0,0,0,0,0,0,0,209500,212400,217600,223300,227100,231300,235800,240200,244700,249800,255400,256600,260300,264000,267500,271000,274600,278000
02/09/2021,Just Water,Bryansanon,0,0,0,0,0,0,0,0,0,84700,91000,102400,114100,121700,131100,141300,152300,164500,181100,202800,206900,219300,233000,248100,264300,281600,298700,312700,326200,341400,357900
02/09/2021,Not Angry,Chris James,0,0,0,0,0,0,0,0,0,939600,949100,961400,975600,984700,995400,1010000,1020000,1030000,1040000,1050000,1060000,1070000,1080000,1080000,1090000,1100000,1110000,1120000,1130000,1130000,1140000
02/12/2021,Jealous,Eyedress,0,0,0,0,0,0,5370000,5420000,5520000,5630000,5700000,5800000,5890000,5980000,6080000,6190000,6310000,6350000,6440000,6550000,6650000,6760000,6860000,6960000,7040000,7140000,7630000,7750000,7840000,7960000,8040000
02/25/2021,Sweetladychallenge,Lew Mr. Blue,245800,253200,263000,275000,277800,285600,293400,300800,308300,316200,323500,329800,335900,342300,348500,354800,362200,367700,373200,378500,384200,390300,396100,402200,408500,414100,419400,425100,430600,436000,441800
02/25/2021,Track Meet,DevTakeFlight,175100,175900,176900,178100,178400,179100,179900,180600,181400,182200,183100,183800,184400,185000,185700,186400,187300,188000,188600,189100,189800,190400,191000,191800,192400,193000,193500,194100,194600,195300,196000
02/25/2021,Sometimes (Backwood),gigi,63000,75600,88800,105300,110400,122700,134400,145400,156400,166000,174500,184500,193400,204300,215300,225800,237100,245400,256000,264800,275400,286000,295400,303700,311000,317300,325100,332900,340700,347400,354200
02/26/2021,Bala Peligrosa,DJ Swagrman,150900,152700,154800,155200,156500,157700,158800,159900,160900,161900,162700,163500,164200,165200,166500,167600,168500,169200,170000,170900,171800,172700,173600,174300,174900,175800,176600,177300,178000,178700,179400
02/26/2021,Yale,Ken Car$on,313900,317300,322500,324000,327600,331200,334800,338300,342300,345600,348800,352000,355400,358600,362000,365900,369000,372200,375400,378700,382300,385900,389800,393500,397300,401400,405800,409900,413500,417600,421700
02/26/2021,Missed Calls,Chris Miles,2000,2500,3600,4000,4500,4900,5300,5500,5800,5900,6100,6300,6500,6700,6800,6900,7000,7100,7200,7300,7400,7500,7600,7700,7700,7800,7900,8000,8100,8100,8200
02/26/2021,American Friends,DYSN,380,382,386,391,393,399,404,407,411,418,422,424,433,435,443,449,453,459,460,467,478,478,490,499,507,512,518,523,533,536,539
02/26/2021,Michigan,Chavo,398000,402100,407700,409400,413400,417500,421300,425000,428700,432000,434800,437500,440200,442900,445400,448600,450900,453300,455400,457800,460200,462500,465000,467400,469600,472000,474600,477000,479400,482200,485100
02/26/2021,Comedy!,Autumn!,111600,112700,114400,114900,115900,117100,118200,119500,120700,121800,122900,124000,125100,126400,127500,128900,130000,131200,132200,133400,134700,135900,137200,138300,139300,140500,141700,143000,144000,145400,146500
02/26/2021,Rosetta,Karri,2000,9100,23700,27900,39000,50900,65200,81700,99600,119600,136100,147600,155400,157700,159700,161400,162400,165700,168400,170900,173400,175800,178200,182200,186000,189100,192600,196700,200400,207200,216100
02/26/2021,Never Could,Mr.Chicken,156600,158800,162400,163300,165100,167100,169300,171300,173300,175400,177100,179000,181300,183200,185300,187600,189500,191200,192500,193900,195500,196800,198600,200600,202400,204100,206100,207800,209400,211100,212800
02/26/2021,carleen,LOAT!,142300,143100,144700,145100,146000,147100,148200,149400,150400,151400,152400,153300,154200,155000,155900,156800,157500,158200,158800,159400,160000,160600,161200,161800,162600,163800,165100,166300,167400,168600,169500
03/01/2021,Outside,Yvette,435700,445400,457100,469900,483000,497000,511700,524700,537800,553700,568800,585300,603800,617600,631900,644300,659400,675600,691200,709300,727800,743600,759600,776900,793600,809500,826800,845500,862400,880400,909100
03/01/2021,BIG BANK,jusLo,3200,3200,4300,7000,8100,8800,9300,9800,10300,10800,11700,12300,13000,13400,13800,14200,14600,14900,15100,15300,15600,15800,16000,16200,16400,16600,16700,16900,17000,17100,17300
03/03/2021,Flow Switch,Heavy Honcho,303100,309500,316200,323000,329300,337500,345300,353500,361400,368800,377600,384000,389600,394500,399500,405000,410200,416400,422200,426500,430600,434800,439100,443000,447400,451600,455100,458600,463500,465700,469400
03/05/2021,Heart Attack,Scarlxrd,87280000,87310000,87340000,87370000,87390000,87420000,87450000,87480000,87510000,87540000,87560000,87580000,87610000,87630000,87660000,87690000,87720000,87750000,87770000,87800000,87830000,87850000,87880000,87910000,87930000,87960000,87990000,88010000,88030000,88060000,88090000
03/05/2021,Feet,Scarlxrd,27620000,27630000,27630000,27640000,27640000,27650000,27660000,27660000,27670000,27670000,27680000,27680000,27680000,27690000,27700000,27700000,27710000,27710000,27720000,27720000,27730000,27730000,27740000,27740000,27750000,27750000,27760000,27760000,27770000,27770000,27780000
03/05/2021,Red Light,Scarlxrd,912400,918000,922600,927800,932300,937200,942100,947100,953000,957100,961800,966100,970700,975000,979800,984700,989700,993500,998000,1000000,1010000,1010000,1020000,1020000,1020000,1030000,1040000,1040000,1040000,1050000,1050000
03/10/2021,You Got It,JNA,922600,924300,925900,927800,928800,930200,931100,932100,933500,934500,935600,936800,937900,938700,939700,940600,941200,942000,942800,943700,944400,945300,945700,946300,947000,947800,948200,948900,949600,950400,951100
03/10/2021,G-Code,Kamrin Houser,24500,25200,26200,27500,28200,29300,30100,31000,31800,32600,33300,34100,34700,35500,36200,36700,37300,37900,38500,39100,39700,40500,40900,41500,42000,42600,43000,43400,43900,44500,44900
03/12/2021,DUMB,Kblast,23300,25200,26600,27800,28900,29900,31000,32100,33400,34500,35300,36100,37000,37800,38600,39500,40400,41100,41800,42800,43200,43900,44600,45400,46000,46600,47200,47800,48300,48900,49400
03/15/2021,Be Forreal,Tevin Terrell,57500,61100,65200,69200,72500,75600,78600,81500,84600,87300,90000,92300,94500,96600,98700,101000,104300,106200,108800,111600,113800,115600,117700,119500,121700,123700,125800,127600,129100,130600,131500
03/18/2021,CAP,T3,16300,23200,31900,39900,46800,54400,63200,71700,79900,88400,96400,103500,110800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/23/2021,YKWIM,Yot Club,389400,475100,573500,672400,771800,875600,990600,1120000,1310000,1390000,1530000,1670000,1820000,1940000,2100000,2250000,2430000,2600000,2790000,2960000,3110000,3300000,3480000,3690000,3890000,4110000,4290000,4480000,4670000,4870000,5070000
03/25/2021,Sneaky Link,Hxllywood,394700,437500,493900,551200,607500,670700,762800,805200,867900,942800,1020000,1070000,1120000,1170000,1230000,1270000,1330000,1380000,1430000,1480000,1520000,1570000,1620000,1670000,1720000,1760000,1800000,1850000,1890000,1940000,1990000
04/02/2021,MY STORY,Mike Dimes,208000,218700,226800,231700,236900,242000,251200,257500,262800,266700,269600,273900,279700,284000,287200,290700,293800,296900,299500,302400,306300,309300,312300,315000,316800,318700,320900,323000,324800,326700,328400
04/05/2021,Yucky Blucky Fruitcake,Iamdoechii,230200,259500,289900,326300,360600,399500,434900,462000,494100,520700,551900,578000,609600,635200,660900,684300,708500,733200,756700,782800,809100,832300,857500,882700,906900,933100,963000,997300,1020000,1070000,1100000
04/08/2021,Gangstas & Ratchets,Lil Vada,106700,107400,108200,109000,109600,110300,110900,111600,112300,113200,114000,114800,115400,116200,116800,117500,118400,119300,119900,120600,121300,122100,122800,123600,124400,125000,125700,126400,127100,128100,129200
04/08/2021,Rugrat,Davine Jay,1340000,1340000,1340000,1340000,1340000,1350000,1350000,1350000,1350000,1350000,1350000,1360000,1360000,1360000,1360000,1360000,1370000,1370000,1370000,1370000,1370000,1370000,1370000,1380000,1380000,1380000,1380000,1380000,1380000,1380000,1380000
04/08/2021,Prom Night,Riovaz,427600,442700,463200,479700,492500,506200,517900,530100,541000,553300,563400,572800,581900,591100,599800,608100,616000,623000,629700,637200,644000,650300,656300,662500,668600,674900,681600,688600,695700,702700,709500
04/10/2021,FYOTP,Too Much,33500,39200,48400,62300,75700,90100,100400,103700,105600,107300,108900,110400,111600,112700,113700,114400,115000,115700,116300,116900,117400,118000,118500,118900,119300,119700,120200,120600,121000,121400,121700
04/12/2021,With My Hoe,C2d,2190000,2200000,2230000,2250000,2270000,2300000,2320000,2340000,2360000,2380000,2410000,2420000,2450000,2470000,2490000,2500000,2520000,2540000,2550000,2570000,2580000,2600000,2610000,2620000,2640000,2650000,2660000,2680000,2690000,2700000,2720000
04/13/2021,Exless,Kate Stephenson,8200,13700,18500,21600,25000,27500,29800,31700,33600,35300,36800,38200,39300,40300,41300,42300,43300,44400,45500,47000,48300,49500,50400,51400,52400,53400,54300,55100,56100,57100,57900
04/15/2021,CHET HANKS,Big Meez,350,467,496,511,520,551,572,585,595,623,646,681,812,937,1000,1100,1300,1400,1600,1600,1700,1800,1800,1900,1900,2000,2100,2200,2200,2300,2300
04/18/2021,Fastcar,Stoneysworldd,673,685,695,722,738,780,808,837,861,876,883,904,932,953,971,989,1000,1000,1000,1100,1100,1100,1100,1100,1200,1200,1200,1200,1200,1300,1300
04/20/2021,KILL BILL,HateSonny,32900,69400,92700,112200,133300,153000,172300,194100,214400,232500,253200,273700,291600,305900,321300,335800,349200,364100,379300,390800,399800,408700,418900,428800,442300,458700,477100,492000,507400,518900,531100
04/22/2021,Hate,Zee,587100,604400,629200,650800,668400,686900,705200,722400,739800,759600,779700,797600,817700,841500,868300,917900,972600,1020000,1060000,1100000,1140000,1180000,1220000,1260000,1300000,1330000,1370000,1400000,1430000,1460000,1490000
04/27/2021,Whatchu Do,10k Caash,268000,271000,275000,279700,284500,289200,293200,297500,301900,306900,312100,317400,322600,327100,331500,336100,340500,345400,350200,355600,360000,364800,369300,374100,379400,385400,390700,394900,399400,403800,408500
04/28/2021,Beating Down Yo Block,Monaleo,31300,39000,47200,55000,184500,221300,263500,308500,352200,394200,436000,475600,486200,495300,506300,520300,535000,553300,576000,592500,619500,647400,672700,698300,724500,746500,767400,790100,812000,831100,849200
04/30/2021,Bestfriend,Novaakan3,1000,1100,1300,1400,1500,1600,1900,2100,2300,2500,2600,2700,2900,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000,4100,4200,4300,4400,4500,4600,4700
05/05/2021,Addicted to Finessing,Retro Messiah,584600,592600,601000,607400,612600,616700,620700,624600,627700,630600,632900,635200,636900,638800,640400,642100,643800,645400,646800,647900,649400,651000,652400,653700,655000,656200,657500,658600,659700,660800,661800
05/06/2021,Cabelas,Skurt,413100,415000,417100,419000,420700,422300,424000,425600,427200,428800,430400,431700,433200,434700,436300,437600,439000,440200,441400,442700,444100,445500,446900,449500,451200,452700,453900,455300,456600,457800,459300
05/16/2021,S.I.M.P,Kylesimps,599700,685300,789500,885900,1010000,1140000,1250000,1360000,1460000,1560000,1670000,1770000,1880000,2000000,2100000,2190000,2270000,2340000,2420000,2490000,2560000,2630000,2680000,2730000,2790000,2840000,2890000,2940000,2980000,3020000,3060000
05/16/2021,Freaky Bih from Da A,Louisvt,233000,249300,266500,283800,302400,320700,340700,359800,376300,394300,413700,433800,452500,472400,488800,504700,518900,533600,548700,563200,580100,596400,610000,626100,640900,655500,668600,681600,692800,702800,713400
05/20/2021,Hold On,Lonni Monae,29000,30800,31100,31400,31700,32000,32300,32600,33000,33400,33800,34200,34500,34900,35300,35600,35900,36300,36800,37300,37800,38300,38700,39300,39700,40200,40600,41100,41500,41900,42400
05/21/2021,MY STORY,Mike Dimes,396200,410700,423300,431700,440900,449900,458000,465400,473400,482000,490600,498500,508300,518100,528200,539100,548800,556300,564600,573400,581400,589000,596600,603200,609100,614800,620700,626200,631100,635800,639900
05/24/2021,Literal Legend,Ayesha Erotica,4180000,4180000,4180000,4190000,4190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
